country,continent,lifeExp,year
"Korea, Dem. Rep.",Asia,67.159,1977
"Korea, Dem. Rep.",Asia,69.1,1982
"Korea, Dem. Rep.",Asia,70.647,1987
"Korea, Dem. Rep.",Asia,69.978,1992
"Korea, Dem. Rep.",Asia,67.727,1997
"Korea, Dem. Rep.",Asia,66.662,2002
"Korea, Dem. Rep.",Asia,67.297,2007
"Korea, Rep.",Asia,47.453,1952
"Korea, Rep.",Asia,52.681,1957
"Korea, Rep.",Asia,55.292,1962
"Korea, Rep.",Asia,57.716,1967
"Korea, Rep.",Asia,62.612,1972
"Korea, Rep.",Asia,64.766,1977
"Korea, Rep.",Asia,67.123,1982
"Korea, Rep.",Asia,69.81,1987
"Korea, Rep.",Asia,72.244,1992
"Korea, Rep.",Asia,74.647,1997
"Korea, Rep.",Asia,77.045,2002
"Korea, Rep.",Asia,78.623,2007
Kuwait,Asia,55.565,1952
Kuwait,Asia,58.033,1957
Kuwait,Asia,60.47,1962
Kuwait,Asia,64.624,1967
Kuwait,Asia,67.712,1972
Kuwait,Asia,69.343,1977
Kuwait,Asia,71.309,1982
Kuwait,Asia,74.174,1987
Kuwait,Asia,75.19,1992
Kuwait,Asia,76.156,1997
Kuwait,Asia,76.904,2002
Kuwait,Asia,77.588,2007
Lebanon,Asia,55.928,1952
Lebanon,Asia,59.489,1957
Lebanon,Asia,62.094,1962
Lebanon,Asia,63.87,1967
Lebanon,Asia,65.421,1972
Lebanon,Asia,66.099,1977
Lebanon,Asia,66.983,1982
Lebanon,Asia,67.926,1987
Lebanon,Asia,69.292,1992
Lebanon,Asia,70.265,1997
Lebanon,Asia,71.028,2002
Lebanon,Asia,71.993,2007
Lesotho,Africa,42.138,1952
Lesotho,Africa,45.047,1957
Lesotho,Africa,47.747,1962
Lesotho,Africa,48.492,1967
Lesotho,Africa,49.767,1972
Lesotho,Africa,52.208,1977
Lesotho,Africa,55.078,1982
Lesotho,Africa,57.18,1987
Lesotho,Africa,59.685,1992
Lesotho,Africa,55.558,1997
Lesotho,Africa,44.593,2002
Lesotho,Africa,42.592,2007
Liberia,Africa,38.48,1952
Liberia,Africa,39.486,1957
Liberia,Africa,40.502,1962
Liberia,Africa,41.536,1967
Liberia,Africa,42.614,1972
Liberia,Africa,43.764,1977
Liberia,Africa,44.852,1982
Liberia,Africa,46.027,1987
Liberia,Africa,40.802,1992
Liberia,Africa,42.221,1997
Liberia,Africa,43.753,2002
Liberia,Africa,45.678,2007
Libya,Africa,42.723,1952
Libya,Africa,45.289,1957
Libya,Africa,47.808,1962
Libya,Africa,50.227,1967
Libya,Africa,52.773,1972
Libya,Africa,57.442,1977
Libya,Africa,62.155,1982
Libya,Africa,66.234,1987
Libya,Africa,68.755,1992
Libya,Africa,71.555,1997
Libya,Africa,72.737,2002
Libya,Africa,73.952,2007
Madagascar,Africa,36.681,1952
Madagascar,Africa,38.865,1957
Madagascar,Africa,40.848,1962
Madagascar,Africa,42.881,1967
Madagascar,Africa,44.851,1972
Madagascar,Africa,46.881,1977
Madagascar,Africa,48.969,1982
Madagascar,Africa,49.35,1987
Madagascar,Africa,52.214,1992
Madagascar,Africa,54.978,1997
Madagascar,Africa,57.286,2002
Madagascar,Africa,59.443,2007
Malawi,Africa,36.256,1952
Malawi,Africa,37.207,1957
Malawi,Africa,38.41,1962
Malawi,Africa,39.487,1967
Malawi,Africa,41.766,1972
Malawi,Africa,43.767,1977
Malawi,Africa,45.642,1982
Malawi,Africa,47.457,1987
Malawi,Africa,49.42,1992
Malawi,Africa,47.495,1997
Malawi,Africa,45.009,2002
Malawi,Africa,48.303,2007
Malaysia,Asia,48.463,1952
Malaysia,Asia,52.102,1957
Malaysia,Asia,55.737,1962
Malaysia,Asia,59.371,1967
Malaysia,Asia,63.01,1972
Malaysia,Asia,65.256,1977
Malaysia,Asia,68,1982
Malaysia,Asia,69.5,1987
Malaysia,Asia,70.693,1992
Malaysia,Asia,71.938,1997
Malaysia,Asia,73.044,2002
Malaysia,Asia,74.241,2007
Mali,Africa,33.685,1952
Mali,Africa,35.307,1957
Mali,Africa,36.936,1962
Mali,Africa,38.487,1967
Mali,Africa,39.977,1972
Mali,Africa,41.714,1977
Mali,Africa,43.916,1982
Mali,Africa,46.364,1987
Mali,Africa,48.388,1992
Mali,Africa,49.903,1997
Mali,Africa,51.818,2002
Mali,Africa,54.467,2007
Mauritania,Africa,40.543,1952
Mauritania,Africa,42.338,1957
Mauritania,Africa,44.248,1962
Mauritania,Africa,46.289,1967
Mauritania,Africa,48.437,1972
Mauritania,Africa,50.852,1977
Mauritania,Africa,53.599,1982
Mauritania,Africa,56.145,1987
Mauritania,Africa,58.333,1992
Mauritania,Africa,60.43,1997
Mauritania,Africa,62.247,2002
Mauritania,Africa,64.164,2007
Mauritius,Africa,50.986,1952
Mauritius,Africa,58.089,1957
Mauritius,Africa,60.246,1962
Mauritius,Africa,61.557,1967
Mauritius,Africa,62.944,1972
Mauritius,Africa,64.93,1977
Mauritius,Africa,66.711,1982
Mauritius,Africa,68.74,1987
Mauritius,Africa,69.745,1992
Mauritius,Africa,70.736,1997
Mauritius,Africa,71.954,2002
Mauritius,Africa,72.801,2007
Mexico,Americas,50.789,1952
Mexico,Americas,55.19,1957
Mexico,Americas,58.299,1962
Mexico,Americas,60.11,1967
Mexico,Americas,62.361,1972
Mexico,Americas,65.032,1977
Mexico,Americas,67.405,1982
Mexico,Americas,69.498,1987
Mexico,Americas,71.455,1992
Mexico,Americas,73.67,1997
Mexico,Americas,74.902,2002
Mexico,Americas,76.195,2007
Mongolia,Asia,42.244,1952
Mongolia,Asia,45.248,1957
Mongolia,Asia,48.251,1962
Mongolia,Asia,51.253,1967
Mongolia,Asia,53.754,1972
Mongolia,Asia,55.491,1977
Mongolia,Asia,57.489,1982
Mongolia,Asia,60.222,1987
Mongolia,Asia,61.271,1992
Mongolia,Asia,63.625,1997
Mongolia,Asia,65.033,2002
Mongolia,Asia,66.803,2007
Montenegro,Europe,59.164,1952
Montenegro,Europe,61.448,1957
Montenegro,Europe,63.728,1962
Montenegro,Europe,67.178,1967
Montenegro,Europe,70.636,1972
Montenegro,Europe,73.066,1977
Montenegro,Europe,74.101,1982
Montenegro,Europe,74.865,1987
Montenegro,Europe,75.435,1992
Montenegro,Europe,75.445,1997
Montenegro,Europe,73.981,2002
Montenegro,Europe,74.543,2007
Morocco,Africa,42.873,1952
Morocco,Africa,45.423,1957
Morocco,Africa,47.924,1962
Morocco,Africa,50.335,1967
Morocco,Africa,52.862,1972
Morocco,Africa,55.73,1977
Morocco,Africa,59.65,1982
Morocco,Africa,62.677,1987
Morocco,Africa,65.393,1992
Morocco,Africa,67.66,1997
Morocco,Africa,69.615,2002
Morocco,Africa,71.164,2007
Mozambique,Africa,31.286,1952
Mozambique,Africa,33.779,1957
Mozambique,Africa,36.161,1962
Mozambique,Africa,38.113,1967
Mozambique,Africa,40.328,1972
Mozambique,Africa,42.495,1977
Mozambique,Africa,42.795,1982
Mozambique,Africa,42.861,1987
Mozambique,Africa,44.284,1992
Mozambique,Africa,46.344,1997
Mozambique,Africa,44.026,2002
Mozambique,Africa,42.082,2007
Myanmar,Asia,36.319,1952
Myanmar,Asia,41.905,1957
Myanmar,Asia,45.108,1962
Myanmar,Asia,49.379,1967
Myanmar,Asia,53.07,1972
Myanmar,Asia,56.059,1977
Myanmar,Asia,58.056,1982
Myanmar,Asia,58.339,1987
Myanmar,Asia,59.32,1992
Myanmar,Asia,60.328,1997
Myanmar,Asia,59.908,2002
Myanmar,Asia,62.069,2007
Namibia,Africa,41.725,1952
Namibia,Africa,45.226,1957
Namibia,Africa,48.386,1962
Namibia,Africa,51.159,1967
Namibia,Africa,53.867,1972
Namibia,Africa,56.437,1977
Namibia,Africa,58.968,1982
Namibia,Africa,60.835,1987
Namibia,Africa,61.999,1992
Namibia,Africa,58.909,1997
Namibia,Africa,51.479,2002
Namibia,Africa,52.906,2007
Nepal,Asia,36.157,1952
Nepal,Asia,37.686,1957
Nepal,Asia,39.393,1962
Nepal,Asia,41.472,1967
Nepal,Asia,43.971,1972
Nepal,Asia,46.748,1977
Nepal,Asia,49.594,1982
Nepal,Asia,52.537,1987
Nepal,Asia,55.727,1992
Nepal,Asia,59.426,1997
Nepal,Asia,61.34,2002
Nepal,Asia,63.785,2007
Netherlands,Europe,72.13,1952
Netherlands,Europe,72.99,1957
Netherlands,Europe,73.23,1962
Netherlands,Europe,73.82,1967
Netherlands,Europe,73.75,1972
Netherlands,Europe,75.24,1977
Netherlands,Europe,76.05,1982
Netherlands,Europe,76.83,1987
Netherlands,Europe,77.42,1992
Netherlands,Europe,78.03,1997
Netherlands,Europe,78.53,2002
Netherlands,Europe,79.762,2007
New Zealand,Oceania,69.39,1952
New Zealand,Oceania,70.26,1957
New Zealand,Oceania,71.24,1962
New Zealand,Oceania,71.52,1967
New Zealand,Oceania,71.89,1972
New Zealand,Oceania,72.22,1977
New Zealand,Oceania,73.84,1982
New Zealand,Oceania,74.32,1987
New Zealand,Oceania,76.33,1992
New Zealand,Oceania,77.55,1997
New Zealand,Oceania,79.11,2002
New Zealand,Oceania,80.204,2007
Nicaragua,Americas,42.314,1952
Nicaragua,Americas,45.432,1957
Nicaragua,Americas,48.632,1962
Nicaragua,Americas,51.884,1967
Nicaragua,Americas,55.151,1972
Nicaragua,Americas,57.47,1977
Nicaragua,Americas,59.298,1982
Nicaragua,Americas,62.008,1987
Nicaragua,Americas,65.843,1992
Nicaragua,Americas,68.426,1997
Nicaragua,Americas,70.836,2002
Nicaragua,Americas,72.899,2007
Niger,Africa,37.444,1952
Niger,Africa,38.598,1957
Niger,Africa,39.487,1962
Niger,Africa,40.118,1967
Niger,Africa,40.546,1972
Niger,Africa,41.291,1977
Niger,Africa,42.598,1982
Niger,Africa,44.555,1987
Niger,Africa,47.391,1992
Niger,Africa,51.313,1997
Niger,Africa,54.496,2002
Niger,Africa,56.867,2007
Nigeria,Africa,36.324,1952
Nigeria,Africa,37.802,1957
Nigeria,Africa,39.36,1962
Nigeria,Africa,41.04,1967
Nigeria,Africa,42.821,1972
Nigeria,Africa,44.514,1977
Nigeria,Africa,45.826,1982
Nigeria,Africa,46.886,1987
Nigeria,Africa,47.472,1992
Nigeria,Africa,47.464,1997
Nigeria,Africa,46.608,2002
Nigeria,Africa,46.859,2007
Norway,Europe,72.67,1952
Norway,Europe,73.44,1957
Norway,Europe,73.47,1962
Norway,Europe,74.08,1967
Norway,Europe,74.34,1972
Norway,Europe,75.37,1977
Norway,Europe,75.97,1982
Norway,Europe,75.89,1987
Norway,Europe,77.32,1992
Norway,Europe,78.32,1997
Norway,Europe,79.05,2002
Norway,Europe,80.196,2007
Oman,Asia,37.578,1952
Oman,Asia,40.08,1957
Oman,Asia,43.165,1962
Oman,Asia,46.988,1967
Oman,Asia,52.143,1972
Oman,Asia,57.367,1977
Oman,Asia,62.728,1982
Oman,Asia,67.734,1987
Oman,Asia,71.197,1992
Oman,Asia,72.499,1997
Oman,Asia,74.193,2002
Oman,Asia,75.64,2007
Pakistan,Asia,43.436,1952
Pakistan,Asia,45.557,1957
Pakistan,Asia,47.67,1962
Pakistan,Asia,49.8,1967
Pakistan,Asia,51.929,1972
Pakistan,Asia,54.043,1977
Pakistan,Asia,56.158,1982
Pakistan,Asia,58.245,1987
Pakistan,Asia,60.838,1992
Pakistan,Asia,61.818,1997
Pakistan,Asia,63.61,2002
Pakistan,Asia,65.483,2007
Panama,Americas,55.191,1952
Panama,Americas,59.201,1957
Panama,Americas,61.817,1962
Panama,Americas,64.071,1967
Panama,Americas,66.216,1972
Panama,Americas,68.681,1977
Panama,Americas,70.472,1982
Panama,Americas,71.523,1987
Panama,Americas,72.462,1992
Panama,Americas,73.738,1997
Panama,Americas,74.712,2002
Panama,Americas,75.537,2007
Paraguay,Americas,62.649,1952
Paraguay,Americas,63.196,1957
Paraguay,Americas,64.361,1962
Paraguay,Americas,64.951,1967
Paraguay,Americas,65.815,1972
Paraguay,Americas,66.353,1977
Paraguay,Americas,66.874,1982
Paraguay,Americas,67.378,1987
Paraguay,Americas,68.225,1992
Paraguay,Americas,69.4,1997
Paraguay,Americas,70.755,2002
Paraguay,Americas,71.752,2007
Peru,Americas,43.902,1952
Peru,Americas,46.263,1957
Peru,Americas,49.096,1962
Peru,Americas,51.445,1967
Peru,Americas,55.448,1972
Peru,Americas,58.447,1977
Peru,Americas,61.406,1982
Peru,Americas,64.134,1987
Peru,Americas,66.458,1992
Peru,Americas,68.386,1997
Peru,Americas,69.906,2002
Peru,Americas,71.421,2007
Philippines,Asia,47.752,1952
Philippines,Asia,51.334,1957
Philippines,Asia,54.757,1962
Philippines,Asia,56.393,1967
Philippines,Asia,58.065,1972
Philippines,Asia,60.06,1977
Philippines,Asia,62.082,1982
Philippines,Asia,64.151,1987
Philippines,Asia,66.458,1992
Philippines,Asia,68.564,1997
Philippines,Asia,70.303,2002
Philippines,Asia,71.688,2007
Poland,Europe,61.31,1952
Poland,Europe,65.77,1957
Poland,Europe,67.64,1962
Poland,Europe,69.61,1967
Poland,Europe,70.85,1972
Poland,Europe,70.67,1977
Poland,Europe,71.32,1982
Poland,Europe,70.98,1987
Poland,Europe,70.99,1992
Poland,Europe,72.75,1997
Poland,Europe,74.67,2002
Poland,Europe,75.563,2007
Portugal,Europe,59.82,1952
Portugal,Europe,61.51,1957
Portugal,Europe,64.39,1962
Portugal,Europe,66.6,1967
Portugal,Europe,69.26,1972
Portugal,Europe,70.41,1977
Portugal,Europe,72.77,1982
Portugal,Europe,74.06,1987
Portugal,Europe,74.86,1992
Portugal,Europe,75.97,1997
Portugal,Europe,77.29,2002
Portugal,Europe,78.098,2007
Puerto Rico,Americas,64.28,1952
Puerto Rico,Americas,68.54,1957
Puerto Rico,Americas,69.62,1962
Puerto Rico,Americas,71.1,1967
Puerto Rico,Americas,72.16,1972
Puerto Rico,Americas,73.44,1977
Puerto Rico,Americas,73.75,1982
Puerto Rico,Americas,74.63,1987
Puerto Rico,Americas,73.911,1992
Puerto Rico,Americas,74.917,1997
Puerto Rico,Americas,77.778,2002
Puerto Rico,Americas,78.746,2007
Reunion,Africa,52.724,1952
Reunion,Africa,55.09,1957
Reunion,Africa,57.666,1962
Reunion,Africa,60.542,1967
Reunion,Africa,64.274,1972
Reunion,Africa,67.064,1977
Reunion,Africa,69.885,1982
Reunion,Africa,71.913,1987
Reunion,Africa,73.615,1992
Reunion,Africa,74.772,1997
Reunion,Africa,75.744,2002
Reunion,Africa,76.442,2007
Romania,Europe,61.05,1952
Romania,Europe,64.1,1957
Romania,Europe,66.8,1962
Romania,Europe,66.8,1967
Romania,Europe,69.21,1972
Romania,Europe,69.46,1977
Romania,Europe,69.66,1982
Romania,Europe,69.53,1987
Romania,Europe,69.36,1992
Romania,Europe,69.72,1997
Romania,Europe,71.322,2002
Romania,Europe,72.476,2007
Rwanda,Africa,40,1952
Rwanda,Africa,41.5,1957
Rwanda,Africa,43,1962
Rwanda,Africa,44.1,1967
Rwanda,Africa,44.6,1972
Rwanda,Africa,45,1977
Rwanda,Africa,46.218,1982
Rwanda,Africa,44.02,1987
Rwanda,Africa,23.599,1992
Rwanda,Africa,36.087,1997
Rwanda,Africa,43.413,2002
Rwanda,Africa,46.242,2007
Sao Tome and Principe,Africa,46.471,1952
Sao Tome and Principe,Africa,48.945,1957
Sao Tome and Principe,Africa,51.893,1962
Sao Tome and Principe,Africa,54.425,1967
Sao Tome and Principe,Africa,56.48,1972
Sao Tome and Principe,Africa,58.55,1977
Sao Tome and Principe,Africa,60.351,1982
Sao Tome and Principe,Africa,61.728,1987
Sao Tome and Principe,Africa,62.742,1992
Sao Tome and Principe,Africa,63.306,1997
Sao Tome and Principe,Africa,64.337,2002
Sao Tome and Principe,Africa,65.528,2007
Saudi Arabia,Asia,39.875,1952
Saudi Arabia,Asia,42.868,1957
Saudi Arabia,Asia,45.914,1962
Saudi Arabia,Asia,49.901,1967
Saudi Arabia,Asia,53.886,1972
Saudi Arabia,Asia,58.69,1977
Saudi Arabia,Asia,63.012,1982
Saudi Arabia,Asia,66.295,1987
Saudi Arabia,Asia,68.768,1992
Saudi Arabia,Asia,70.533,1997
Saudi Arabia,Asia,71.626,2002
Saudi Arabia,Asia,72.777,2007
Senegal,Africa,37.278,1952
Senegal,Africa,39.329,1957
Senegal,Africa,41.454,1962
Senegal,Africa,43.563,1967
Senegal,Africa,45.815,1972
Senegal,Africa,48.879,1977
Senegal,Africa,52.379,1982
Senegal,Africa,55.769,1987
Senegal,Africa,58.196,1992
Senegal,Africa,60.187,1997
Senegal,Africa,61.6,2002
Senegal,Africa,63.062,2007
Serbia,Europe,57.996,1952
Serbia,Europe,61.685,1957
Serbia,Europe,64.531,1962
Serbia,Europe,66.914,1967
Serbia,Europe,68.7,1972
Serbia,Europe,70.3,1977
Serbia,Europe,70.162,1982
Serbia,Europe,71.218,1987
Serbia,Europe,71.659,1992
Serbia,Europe,72.232,1997
Serbia,Europe,73.213,2002
Serbia,Europe,74.002,2007
Sierra Leone,Africa,30.331,1952
Sierra Leone,Africa,31.57,1957
Sierra Leone,Africa,32.767,1962
Sierra Leone,Africa,34.113,1967
Sierra Leone,Africa,35.4,1972
Sierra Leone,Africa,36.788,1977
Sierra Leone,Africa,38.445,1982
Sierra Leone,Africa,40.006,1987
Sierra Leone,Africa,38.333,1992
Sierra Leone,Africa,39.897,1997
Sierra Leone,Africa,41.012,2002
Sierra Leone,Africa,42.568,2007
Singapore,Asia,60.396,1952
Singapore,Asia,63.179,1957
Singapore,Asia,65.798,1962
Singapore,Asia,67.946,1967
Singapore,Asia,69.521,1972
Singapore,Asia,70.795,1977
Singapore,Asia,71.76,1982
Singapore,Asia,73.56,1987
Singapore,Asia,75.788,1992
Singapore,Asia,77.158,1997
Singapore,Asia,78.77,2002
Singapore,Asia,79.972,2007
Slovak Republic,Europe,64.36,1952
Slovak Republic,Europe,67.45,1957
Slovak Republic,Europe,70.33,1962
Slovak Republic,Europe,70.98,1967
Slovak Republic,Europe,70.35,1972
Slovak Republic,Europe,70.45,1977
Slovak Republic,Europe,70.8,1982
Slovak Republic,Europe,71.08,1987
Slovak Republic,Europe,71.38,1992
Slovak Republic,Europe,72.71,1997
Slovak Republic,Europe,73.8,2002
Slovak Republic,Europe,74.663,2007
Slovenia,Europe,65.57,1952
Slovenia,Europe,67.85,1957
Slovenia,Europe,69.15,1962
Slovenia,Europe,69.18,1967
Slovenia,Europe,69.82,1972
Slovenia,Europe,70.97,1977
Slovenia,Europe,71.063,1982
Slovenia,Europe,72.25,1987
Slovenia,Europe,73.64,1992
Slovenia,Europe,75.13,1997
Slovenia,Europe,76.66,2002
Slovenia,Europe,77.926,2007
Somalia,Africa,32.978,1952
Somalia,Africa,34.977,1957
Somalia,Africa,36.981,1962
Somalia,Africa,38.977,1967
Somalia,Africa,40.973,1972
Somalia,Africa,41.974,1977
Somalia,Africa,42.955,1982
Somalia,Africa,44.501,1987
Somalia,Africa,39.658,1992
Somalia,Africa,43.795,1997
Somalia,Africa,45.936,2002
Somalia,Africa,48.159,2007
South Africa,Africa,45.009,1952
South Africa,Africa,47.985,1957
South Africa,Africa,49.951,1962
South Africa,Africa,51.927,1967
South Africa,Africa,53.696,1972
South Africa,Africa,55.527,1977
South Africa,Africa,58.161,1982
South Africa,Africa,60.834,1987
South Africa,Africa,61.888,1992
South Africa,Africa,60.236,1997
South Africa,Africa,53.365,2002
South Africa,Africa,49.339,2007
Spain,Europe,64.94,1952
Spain,Europe,66.66,1957
Spain,Europe,69.69,1962
Spain,Europe,71.44,1967
Spain,Europe,73.06,1972
Spain,Europe,74.39,1977
Spain,Europe,76.3,1982
Spain,Europe,76.9,1987
Spain,Europe,77.57,1992
Spain,Europe,78.77,1997
Spain,Europe,79.78,2002
Spain,Europe,80.941,2007
Sri Lanka,Asia,57.593,1952
Sri Lanka,Asia,61.456,1957
Sri Lanka,Asia,62.192,1962
Sri Lanka,Asia,64.266,1967
Sri Lanka,Asia,65.042,1972
Sri Lanka,Asia,65.949,1977
Sri Lanka,Asia,68.757,1982
Sri Lanka,Asia,69.011,1987
Sri Lanka,Asia,70.379,1992
Sri Lanka,Asia,70.457,1997
Sri Lanka,Asia,70.815,2002
Sri Lanka,Asia,72.396,2007
Sudan,Africa,38.635,1952
Sudan,Africa,39.624,1957
Sudan,Africa,40.87,1962
Sudan,Africa,42.858,1967
Sudan,Africa,45.083,1972
Sudan,Africa,47.8,1977
Sudan,Africa,50.338,1982
Sudan,Africa,51.744,1987
Sudan,Africa,53.556,1992
Sudan,Africa,55.373,1997
Sudan,Africa,56.369,2002
Sudan,Africa,58.556,2007
Swaziland,Africa,41.407,1952
Swaziland,Africa,43.424,1957
Swaziland,Africa,44.992,1962
Swaziland,Africa,46.633,1967
Swaziland,Africa,49.552,1972
Swaziland,Africa,52.537,1977
Swaziland,Africa,55.561,1982
Swaziland,Africa,57.678,1987
Swaziland,Africa,58.474,1992
Swaziland,Africa,54.289,1997
Swaziland,Africa,43.869,2002
Swaziland,Africa,39.613,2007
Sweden,Europe,71.86,1952
Sweden,Europe,72.49,1957
Sweden,Europe,73.37,1962
Sweden,Europe,74.16,1967
Sweden,Europe,74.72,1972
Sweden,Europe,75.44,1977
Sweden,Europe,76.42,1982
Sweden,Europe,77.19,1987
Sweden,Europe,78.16,1992
Sweden,Europe,79.39,1997
Sweden,Europe,80.04,2002
Sweden,Europe,80.884,2007
Switzerland,Europe,69.62,1952
Switzerland,Europe,70.56,1957
Switzerland,Europe,71.32,1962
Switzerland,Europe,72.77,1967
Switzerland,Europe,73.78,1972
Switzerland,Europe,75.39,1977
Switzerland,Europe,76.21,1982
Switzerland,Europe,77.41,1987
Switzerland,Europe,78.03,1992
Switzerland,Europe,79.37,1997
Switzerland,Europe,80.62,2002
Switzerland,Europe,81.701,2007
Syria,Asia,45.883,1952
Syria,Asia,48.284,1957
Syria,Asia,50.305,1962
Syria,Asia,53.655,1967
Syria,Asia,57.296,1972
Syria,Asia,61.195,1977
Syria,Asia,64.59,1982
Syria,Asia,66.974,1987
Syria,Asia,69.249,1992
Syria,Asia,71.527,1997
Syria,Asia,73.053,2002
Syria,Asia,74.143,2007
Taiwan,Asia,58.5,1952
Taiwan,Asia,62.4,1957
Taiwan,Asia,65.2,1962
Taiwan,Asia,67.5,1967
Taiwan,Asia,69.39,1972
Taiwan,Asia,70.59,1977
Taiwan,Asia,72.16,1982
Taiwan,Asia,73.4,1987
Taiwan,Asia,74.26,1992
Taiwan,Asia,75.25,1997
Taiwan,Asia,76.99,2002
Taiwan,Asia,78.4,2007
Tanzania,Africa,41.215,1952
Tanzania,Africa,42.974,1957
Tanzania,Africa,44.246,1962
Tanzania,Africa,45.757,1967
Tanzania,Africa,47.62,1972
Tanzania,Africa,49.919,1977
Tanzania,Africa,50.608,1982
Tanzania,Africa,51.535,1987
Tanzania,Africa,50.44,1992
Tanzania,Africa,48.466,1997
Tanzania,Africa,49.651,2002
Tanzania,Africa,52.517,2007
Thailand,Asia,50.848,1952
Thailand,Asia,53.63,1957
Thailand,Asia,56.061,1962
Thailand,Asia,58.285,1967
Thailand,Asia,60.405,1972
Thailand,Asia,62.494,1977
Thailand,Asia,64.597,1982
Thailand,Asia,66.084,1987
Thailand,Asia,67.298,1992
Thailand,Asia,67.521,1997
Thailand,Asia,68.564,2002
Thailand,Asia,70.616,2007
Togo,Africa,38.596,1952
Togo,Africa,41.208,1957
Togo,Africa,43.922,1962
Togo,Africa,46.769,1967
Togo,Africa,49.759,1972
Togo,Africa,52.887,1977
Togo,Africa,55.471,1982
Togo,Africa,56.941,1987
Togo,Africa,58.061,1992
Togo,Africa,58.39,1997
Togo,Africa,57.561,2002
Togo,Africa,58.42,2007
Trinidad and Tobago,Americas,59.1,1952
Trinidad and Tobago,Americas,61.8,1957
Trinidad and Tobago,Americas,64.9,1962
Trinidad and Tobago,Americas,65.4,1967
Trinidad and Tobago,Americas,65.9,1972
Trinidad and Tobago,Americas,68.3,1977
Trinidad and Tobago,Americas,68.832,1982
Trinidad and Tobago,Americas,69.582,1987
Trinidad and Tobago,Americas,69.862,1992
Trinidad and Tobago,Americas,69.465,1997
Trinidad and Tobago,Americas,68.976,2002
Trinidad and Tobago,Americas,69.819,2007
Tunisia,Africa,44.6,1952
Tunisia,Africa,47.1,1957
Tunisia,Africa,49.579,1962
Tunisia,Africa,52.053,1967
Tunisia,Africa,55.602,1972
Tunisia,Africa,59.837,1977
Tunisia,Africa,64.048,1982
Tunisia,Africa,66.894,1987
Tunisia,Africa,70.001,1992
Tunisia,Africa,71.973,1997
Tunisia,Africa,73.042,2002
Tunisia,Africa,73.923,2007
Turkey,Europe,43.585,1952
Turkey,Europe,48.079,1957
Turkey,Europe,52.098,1962
Turkey,Europe,54.336,1967
Turkey,Europe,57.005,1972
Turkey,Europe,59.507,1977
Turkey,Europe,61.036,1982
Turkey,Europe,63.108,1987
Turkey,Europe,66.146,1992
Turkey,Europe,68.835,1997
Turkey,Europe,70.845,2002
Turkey,Europe,71.777,2007
Uganda,Africa,39.978,1952
Uganda,Africa,42.571,1957
Uganda,Africa,45.344,1962
Uganda,Africa,48.051,1967
Uganda,Africa,51.016,1972
Uganda,Africa,50.35,1977
Uganda,Africa,49.849,1982
Uganda,Africa,51.509,1987
Uganda,Africa,48.825,1992
Uganda,Africa,44.578,1997
Uganda,Africa,47.813,2002
Uganda,Africa,51.542,2007
United Kingdom,Europe,69.18,1952
United Kingdom,Europe,70.42,1957
United Kingdom,Europe,70.76,1962
United Kingdom,Europe,71.36,1967
United Kingdom,Europe,72.01,1972
United Kingdom,Europe,72.76,1977
United Kingdom,Europe,74.04,1982
United Kingdom,Europe,75.007,1987
United Kingdom,Europe,76.42,1992
United Kingdom,Europe,77.218,1997
United Kingdom,Europe,78.471,2002
United Kingdom,Europe,79.425,2007
United States,Americas,68.44,1952
United States,Americas,69.49,1957
United States,Americas,70.21,1962
United States,Americas,70.76,1967
United States,Americas,71.34,1972
United States,Americas,73.38,1977
United States,Americas,74.65,1982
United States,Americas,75.02,1987
United States,Americas,76.09,1992
United States,Americas,76.81,1997
United States,Americas,77.31,2002
United States,Americas,78.242,2007
Uruguay,Americas,66.071,1952
Uruguay,Americas,67.044,1957
Uruguay,Americas,68.253,1962
Uruguay,Americas,68.468,1967
Uruguay,Americas,68.673,1972
Uruguay,Americas,69.481,1977
Uruguay,Americas,70.805,1982
Uruguay,Americas,71.918,1987
Uruguay,Americas,72.752,1992
Uruguay,Americas,74.223,1997
Uruguay,Americas,75.307,2002
Uruguay,Americas,76.384,2007
Venezuela,Americas,55.088,1952
Venezuela,Americas,57.907,1957
Venezuela,Americas,60.77,1962
Venezuela,Americas,63.479,1967
Venezuela,Americas,65.712,1972
Venezuela,Americas,67.456,1977
Venezuela,Americas,68.557,1982
Venezuela,Americas,70.19,1987
Venezuela,Americas,71.15,1992
Venezuela,Americas,72.146,1997
Venezuela,Americas,72.766,2002
Venezuela,Americas,73.747,2007
Vietnam,Asia,40.412,1952
Vietnam,Asia,42.887,1957
Vietnam,Asia,45.363,1962
Vietnam,Asia,47.838,1967
Vietnam,Asia,50.254,1972
Vietnam,Asia,55.764,1977
Vietnam,Asia,58.816,1982
Vietnam,Asia,62.82,1987
Vietnam,Asia,67.662,1992
Vietnam,Asia,70.672,1997
Vietnam,Asia,73.017,2002
Vietnam,Asia,74.249,2007
West Bank and Gaza,Asia,43.16,1952
West Bank and Gaza,Asia,45.671,1957
West Bank and Gaza,Asia,48.127,1962
West Bank and Gaza,Asia,51.631,1967
West Bank and Gaza,Asia,56.532,1972
West Bank and Gaza,Asia,60.765,1977
West Bank and Gaza,Asia,64.406,1982
